date,max_temperature,avg_temperature,min_temperature,avg_relative_humidity,avg_wind_speed,avg_hourly_pressure_sea,avg_hourly_health_index,rain,snow,avg_hourly_cloud_cover_8,avg_daily_demand,year,month,population_growth,day_of_week,is_weekend
2002-05-01,14.0,7.3,0.6,58.0,12.5,101.13,,0.2,0.0,,16465625.0,2002,5,0.0,Wednesday,0
2002-05-02,10.0,6.0,2.0,69.0,27.0,100.01,,16.5,0.0,,17047541.666666668,2002,5,0.0,Thursday,0
2002-05-03,11.4,6.5,1.6,62.0,26.5,101.48,,0.0,0.0,,16510791.666666666,2002,5,0.0,Friday,0
2002-05-04,15.3,8.4,1.5,52.5,11.0,102.37,,0.0,0.0,,14767458.333333334,2002,5,0.0,Saturday,1
2002-05-05,22.0,13.05,4.1,53.0,14.0,102.16,,0.0,0.0,,14124708.333333334,2002,5,0.0,Sunday,1
2002-05-06,22.3,17.89,13.5,64.0,16.5,101.58,,0.2,0.0,,16324458.333333334,2002,5,0.0,Monday,0
2002-05-07,19.4,12.8,6.2,71.5,20.5,101.44,,0.0,0.0,,16306416.666666666,2002,5,0.0,Tuesday,0
2002-05-08,10.4,7.95,5.5,53.5,23.0,102.3,,0.0,0.0,,16344625.0,2002,5,0.0,Wednesday,0
2002-05-09,22.7,15.2,7.7,65.5,27.0,100.69,,16.8,0.0,,16630958.333333334,2002,5,0.0,Thursday,0
2002-05-10,14.5,8.65,2.8,45.5,40.5,101.88,,0.0,0.0,,16188750.0,2002,5,0.0,Friday,0
2002-05-11,13.5,7.3,1.1,55.0,7.5,103.07,,2.6,0.0,,14742875.0,2002,5,0.0,Saturday,1
2002-05-12,8.2,7.25,6.3,75.0,18.0,101.86,,10.2,0.0,,14702333.333333334,2002,5,0.0,Sunday,1
2002-05-13,8.6,7.1,5.6,80.0,20.5,100.74,,5.4,0.0,,16859083.333333332,2002,5,0.0,Monday,0
2002-05-14,11.7,8.05,4.4,60.5,36.5,100.44,,4.4,0.0,,16877416.666666668,2002,5,0.0,Tuesday,0
2002-05-15,17.4,10.85,4.3,55.0,20.5,101.61,,0.0,0.0,,16365750.0,2002,5,0.0,Wednesday,0
2002-05-16,20.1,13.3,6.5,71.0,22.5,101.01,,14.8,0.0,,16553458.333333334,2002,5,0.0,Thursday,0
2002-05-17,10.9,7.55,4.2,65.0,24.0,101.51,,0.0,0.0,,15944958.333333334,2002,5,0.0,Friday,0
2002-05-18,7.9,5.15,2.4,55.0,24.0,101.66,,0.0,0.0,,14700041.666666666,2002,5,0.0,Saturday,1
2002-05-19,8.6,3.9,-0.8,59.5,15.0,102.28,,0.0,0.0,,14349041.666666666,2002,5,0.0,Sunday,1
2002-05-20,8.6,4.25,-0.1,56.0,16.5,102.59,,0.0,0.0,,14432916.666666666,2002,5,0.0,Monday,0
2002-05-21,13.1,7.05,1.0,54.5,21.0,102.64,,0.0,0.0,,16364041.666666666,2002,5,0.0,Tuesday,0
2002-05-22,18.2,10.8,3.4,50.0,17.0,102.55,,0.0,0.0,,16270875.0,2002,5,0.0,Wednesday,0
2002-05-23,22.6,13.7,4.8,47.0,21.5,101.56,,0.0,0.0,,16274208.333333334,2002,5,0.0,Thursday,0
2002-05-24,19.2,12.45,5.7,59.5,28.0,101.31,,0.4,0.0,,16070833.333333334,2002,5,0.0,Friday,0
2002-05-25,12.6,8.15,3.7,59.5,13.0,101.97,,3.0,0.0,,14722166.666666666,2002,5,0.0,Saturday,1
2002-05-26,17.5,12.45,7.4,67.5,17.5,101.88,,0.0,0.0,,14122541.666666666,2002,5,0.0,Sunday,1
2002-05-27,22.4,14.85,7.3,55.5,9.5,102.04,,0.0,0.0,,16284625.0,2002,5,0.0,Monday,0
2002-05-28,24.4,17.89,11.4,52.5,8.5,101.98,,0.0,0.0,,16652541.666666666,2002,5,0.0,Tuesday,0
2002-05-29,25.0,19.1,13.2,63.5,9.5,101.46,,0.4,0.0,,16969791.666666668,2002,5,0.0,Wednesday,0
2002-05-30,29.0,22.3,15.6,65.0,18.5,100.91,,0.0,0.0,,17575250.0,2002,5,0.0,Thursday,0
2002-05-31,25.3,20.35,15.4,56.0,37.0,100.1,,5.8,0.0,,17241458.333333332,2002,5,0.0,Friday,0
2002-06-01,27.6,20.9,14.2,51.0,27.0,100.23,,1.6,0.0,,15435000.0,2002,6,0.0,Saturday,1
2002-06-02,17.8,13.75,9.7,51.0,25.0,100.92,,0.0,0.0,,14265958.333333334,2002,6,0.0,Sunday,1
2002-06-03,14.4,10.75,7.1,54.5,11.5,101.91,,0.0,0.0,,15970125.0,2002,6,0.0,Monday,0
2002-06-04,13.9,11.3,8.7,65.5,7.5,101.54,,6.0,0.0,,16242083.333333334,2002,6,0.0,Tuesday,0
2002-06-05,24.0,18.0,12.0,80.5,16.0,101.03,,4.4,0.0,,16610916.666666666,2002,6,0.0,Wednesday,0
2002-06-06,18.1,13.85,9.6,74.0,13.0,101.71,,0.0,0.0,,16312291.666666666,2002,6,0.0,Thursday,0
2002-06-07,20.9,14.3,7.7,54.5,6.5,102.2,,0.0,0.0,,16228875.0,2002,6,0.0,Friday,0
2002-06-08,26.3,18.55,10.8,59.0,12.0,101.97,,0.0,0.0,,15138958.333333334,2002,6,0.0,Saturday,1
2002-06-09,27.6,21.5,15.4,60.0,11.0,101.83,,0.0,0.0,,15409833.333333334,2002,6,0.0,Sunday,1
2002-06-10,23.6,18.7,13.8,63.5,9.5,101.84,,0.0,0.0,,17365583.333333332,2002,6,0.0,Monday,0
2002-06-11,31.6,23.25,14.9,65.5,23.0,100.83,,2.6,0.0,,18568791.666666668,2002,6,0.0,Tuesday,0
2002-06-12,22.3,18.14,14.0,92.0,16.0,100.81,,1.2,0.0,,17523750.0,2002,6,0.0,Wednesday,0
2002-06-13,22.7,18.7,14.7,70.5,10.0,101.06,,0.4,0.0,,16946291.666666668,2002,6,0.0,Thursday,0
2002-06-14,19.1,16.55,14.0,76.5,18.0,100.36,,1.0,0.0,,16662333.333333334,2002,6,0.0,Friday,0
2002-06-15,19.2,16.25,13.3,86.5,10.0,100.05,,12.2,0.0,,14866916.666666666,2002,6,0.0,Saturday,1
2002-06-16,18.0,15.2,12.4,84.0,21.0,100.32,,2.8,0.0,,14057958.333333334,2002,6,0.0,Sunday,1
2002-06-17,19.9,15.64,11.4,72.0,20.0,101.03,,0.0,0.0,,16137208.333333334,2002,6,0.0,Monday,0
2002-06-18,22.4,16.04,9.7,69.0,7.5,101.95,,0.0,0.0,,16493833.333333334,2002,6,0.0,Tuesday,0
2002-06-19,24.7,17.75,10.8,68.0,10.0,102.69,,0.0,0.0,,16963250.0,2002,6,0.0,Wednesday,0
2002-06-20,27.8,19.5,11.2,64.5,10.5,102.78,,0.0,0.0,,18168625.0,2002,6,0.0,Thursday,0
2002-06-21,30.1,24.05,18.0,73.0,16.0,102.58,,15.2,0.0,,18685958.333333332,2002,6,0.0,Friday,0
2002-06-22,27.1,22.45,17.8,75.5,7.5,102.42,,0.0,0.0,,16540416.666666666,2002,6,0.0,Saturday,1
2002-06-23,32.2,24.85,17.5,65.0,19.5,101.87,,0.0,0.0,,17429500.0,2002,6,0.0,Sunday,1
2002-06-24,21.9,18.45,15.0,76.5,11.0,102.03,,2.4,0.0,,18532833.333333332,2002,6,0.0,Monday,0
2002-06-25,32.1,24.2,16.3,63.5,12.0,101.64,,0.0,0.0,,19314458.333333332,2002,6,0.0,Tuesday,0
2002-06-26,31.3,25.9,20.5,73.0,25.0,100.98,,6.0,0.0,,20096541.666666668,2002,6,0.0,Wednesday,0
2002-06-27,27.5,22.95,18.4,78.5,21.0,100.53,,3.8,0.0,,19305375.0,2002,6,0.0,Thursday,0
2002-06-28,28.6,22.6,16.6,62.5,14.0,101.23,,0.0,0.0,,18449291.666666668,2002,6,0.0,Friday,0
2002-06-29,28.6,23.0,17.4,63.0,11.0,101.93,,0.0,0.0,,16846750.0,2002,6,0.0,Saturday,1
2002-06-30,32.4,25.9,19.4,60.0,10.0,101.94,,0.0,0.0,,17148541.666666668,2002,6,0.0,Sunday,1
2002-07-01,35.6,28.35,21.1,61.5,11.0,101.62,,0.0,0.0,,18508625.0,2002,7,0.0,Monday,0
2002-07-02,35.3,29.65,24.0,66.0,18.0,101.43,,0.0,0.0,,21605291.666666668,2002,7,0.0,Tuesday,0
2002-07-03,35.1,29.15,23.2,61.0,20.0,101.26,,0.0,0.0,,21975875.0,2002,7,0.0,Wednesday,0
2002-07-04,32.5,25.35,18.2,51.5,23.0,101.31,,0.0,0.0,,21037875.0,2002,7,0.0,Thursday,0
2002-07-05,25.4,20.04,14.7,57.5,24.0,102.1,,0.0,0.0,,17420625.0,2002,7,0.0,Friday,0
2002-07-06,27.5,21.4,15.3,53.0,21.5,102.2,,0.0,0.0,,16071916.666666666,2002,7,0.0,Saturday,1
2002-07-07,31.0,23.15,15.3,47.0,14.0,102.09,,0.0,0.0,,16238708.333333334,2002,7,0.0,Sunday,1
2002-07-08,33.6,26.7,19.8,53.5,17.5,101.76,,0.0,0.0,,19665625.0,2002,7,0.0,Monday,0
2002-07-09,28.9,24.0,19.1,66.0,16.5,101.36,,3.6,0.0,,19391791.666666668,2002,7,0.0,Tuesday,0
2002-07-10,24.6,19.8,15.0,50.5,21.5,102.1,,0.0,0.0,,17466000.0,2002,7,0.0,Wednesday,0
2002-07-11,25.7,19.64,13.6,54.5,17.5,102.23,,0.0,0.0,,17073208.333333332,2002,7,0.0,Thursday,0
2002-07-12,28.0,20.45,12.9,46.5,11.5,101.77,,0.0,0.0,,17430208.333333332,2002,7,0.0,Friday,0
2002-07-13,29.4,21.95,14.5,50.0,10.0,101.44,,0.0,0.0,,16655166.666666666,2002,7,0.0,Saturday,1
2002-07-14,32.9,25.04,17.2,52.0,15.0,101.36,,0.0,0.0,,17237041.666666668,2002,7,0.0,Sunday,1
2002-07-15,31.9,26.2,20.5,51.5,20.5,101.3,,0.0,0.0,,20184000.0,2002,7,0.0,Monday,0
2002-07-16,32.6,25.3,18.0,60.5,13.0,101.56,,0.0,0.0,,20316750.0,2002,7,0.0,Tuesday,0
2002-07-17,34.4,28.7,23.0,56.5,19.5,101.31,,0.0,0.0,,21506500.0,2002,7,0.0,Wednesday,0
2002-07-18,28.5,24.6,20.7,75.5,10.5,101.15,,7.8,0.0,,20223500.0,2002,7,0.0,Thursday,0
2002-07-19,28.2,23.04,17.9,62.5,15.0,101.17,,0.0,0.0,,19009458.333333332,2002,7,0.0,Friday,0
2002-07-20,27.9,22.54,17.2,57.0,13.0,101.63,,0.0,0.0,,17332041.666666668,2002,7,0.0,Saturday,1
2002-07-21,31.0,25.0,19.0,67.0,11.0,101.51,,10.8,0.0,,17650916.666666668,2002,7,0.0,Sunday,1
2002-07-22,35.2,28.8,22.4,73.5,22.5,101.11,,5.4,0.0,,20589750.0,2002,7,0.0,Monday,0
2002-07-23,24.4,20.1,15.8,74.5,20.5,101.72,,3.2,0.0,,18646083.333333332,2002,7,0.0,Tuesday,0
2002-07-24,23.9,18.95,14.0,59.0,9.5,102.45,,0.0,0.0,,17257291.666666668,2002,7,0.0,Wednesday,0
2002-07-25,24.0,18.7,13.4,61.0,16.0,102.07,,0.0,0.0,,17371250.0,2002,7,0.0,Thursday,0
2002-07-26,26.0,22.75,19.5,85.0,7.5,101.28,,5.4,0.0,,18179250.0,2002,7,0.0,Friday,0
2002-07-27,29.1,23.5,17.9,85.5,13.0,101.14,,12.6,0.0,,17802083.333333332,2002,7,0.0,Saturday,1
2002-07-28,32.5,26.95,21.4,78.5,23.0,100.71,,6.6,0.0,,18446208.333333332,2002,7,0.0,Sunday,1
2002-07-29,32.7,27.15,21.6,77.0,16.0,100.79,,3.6,0.0,,21087458.333333332,2002,7,0.0,Monday,0
2002-07-30,31.2,25.85,20.5,68.5,20.5,101.09,,0.0,0.0,,20687083.333333332,2002,7,0.0,Tuesday,0
2002-07-31,32.7,26.65,20.6,65.5,14.0,101.3,,0.0,0.0,,20655041.666666668,2002,7,0.0,Wednesday,0
2002-08-01,35.0,28.8,22.6,57.5,14.0,101.27,,0.0,0.0,,21810875.0,2002,8,0.0,Thursday,0
2002-08-02,31.6,25.05,18.5,58.5,14.5,101.4,,0.0,0.0,,20772541.666666668,2002,8,0.0,Friday,0
2002-08-03,28.9,22.6,16.3,58.0,12.0,102.2,,0.0,0.0,,17522416.666666668,2002,8,0.0,Saturday,1
2002-08-04,29.3,23.35,17.4,64.0,8.5,101.92,,0.0,0.0,,16964375.0,2002,8,0.0,Sunday,1
2002-08-05,30.3,23.3,16.3,62.0,21.5,101.58,,0.0,0.0,,17348375.0,2002,8,0.0,Monday,0
2002-08-06,23.4,17.95,12.5,61.0,29.0,102.19,,0.0,0.0,,17109375.0,2002,8,0.0,Tuesday,0
2002-08-07,25.0,18.89,12.8,58.0,20.5,102.29,,0.0,0.0,,17255041.666666668,2002,8,0.0,Wednesday,0
2002-08-08,25.9,19.64,13.4,55.5,10.0,102.38,,0.0,0.0,,17511458.333333332,2002,8,0.0,Thursday,0
2002-08-09,27.6,20.8,14.0,60.0,13.0,102.31,,0.0,0.0,,17989916.666666668,2002,8,0.0,Friday,0
2002-08-10,30.0,22.9,15.8,53.5,12.0,101.85,,0.0,0.0,,17394375.0,2002,8,0.0,Saturday,1
2002-08-11,33.8,26.35,18.9,52.5,15.0,101.57,,0.0,0.0,,18122208.333333332,2002,8,0.0,Sunday,1
2002-08-12,34.7,27.95,21.2,57.5,16.0,101.51,,0.0,0.0,,21517583.333333332,2002,8,0.0,Monday,0
2002-08-13,34.3,28.04,21.8,63.5,15.0,101.48,,0.0,0.0,,21885541.666666668,2002,8,0.0,Tuesday,0
2002-08-14,32.0,27.0,22.0,70.0,19.5,101.24,,2.8,0.0,,21176916.666666668,2002,8,0.0,Wednesday,0
2002-08-15,30.2,25.7,21.2,75.0,18.0,101.5,,0.0,0.0,,21144291.666666668,2002,8,0.0,Thursday,0
2002-08-16,31.9,26.04,20.2,74.0,23.0,101.46,,1.8,0.0,,20863833.333333332,2002,8,0.0,Friday,0
2002-08-17,31.5,25.3,19.1,73.0,21.5,101.31,,1.0,0.0,,18803041.666666668,2002,8,0.0,Saturday,1
2002-08-18,27.9,22.65,17.4,64.5,21.0,101.05,,0.0,0.0,,17844083.333333332,2002,8,0.0,Sunday,1
2002-08-19,20.8,17.8,14.8,82.0,10.0,101.33,,2.2,0.0,,17793833.333333332,2002,8,0.0,Monday,0
2002-08-20,26.1,19.89,13.7,67.5,9.5,101.96,,0.0,0.0,,17906541.666666668,2002,8,0.0,Tuesday,0
2002-08-21,27.1,20.85,14.6,59.5,8.5,102.27,,0.0,0.0,,18446333.333333332,2002,8,0.0,Wednesday,0
2002-08-22,25.8,21.7,17.6,86.5,15.0,101.51,,3.8,0.0,,18694708.333333332,2002,8,0.0,Thursday,0
2002-08-23,23.6,19.8,16.0,64.0,15.5,101.68,,0.0,0.0,,17718250.0,2002,8,0.0,Friday,0
2002-08-24,25.3,21.1,16.9,66.5,12.5,100.98,,0.0,0.0,,16305750.0,2002,8,0.0,Saturday,1
2002-08-25,27.8,22.25,16.7,64.5,13.0,101.36,,0.0,0.0,,16029041.666666666,2002,8,0.0,Sunday,1
2002-08-26,30.4,22.45,14.5,62.0,12.0,101.57,,0.0,0.0,,18699250.0,2002,8,0.0,Monday,0
2002-08-27,23.2,19.6,16.0,66.5,13.5,102.33,,0.0,0.0,,18117625.0,2002,8,0.0,Tuesday,0
2002-08-28,24.2,18.8,13.4,66.5,14.5,102.56,,0.0,0.0,,17711750.0,2002,8,0.0,Wednesday,0
2002-08-29,24.2,19.64,15.1,74.5,11.5,102.27,,0.0,0.0,,17968625.0,2002,8,0.0,Thursday,0
2002-08-30,28.7,20.75,12.8,63.5,7.5,102.51,,0.0,0.0,,17834958.333333332,2002,8,0.0,Friday,0
2002-08-31,28.7,22.75,16.8,64.0,10.5,102.85,,0.0,0.0,,16607000.0,2002,8,0.0,Saturday,1
2002-09-01,26.0,22.25,18.5,67.5,11.5,102.44,,0.0,0.0,,16067708.333333334,2002,9,0.0,Sunday,1
2002-09-02,26.1,22.1,18.1,77.5,13.0,101.64,,0.0,0.0,,16237875.0,2002,9,0.0,Monday,0
2002-09-03,31.9,25.75,19.6,56.5,21.0,101.03,,0.0,0.0,,19489916.666666668,2002,9,0.0,Tuesday,0
2002-09-04,26.9,20.95,15.0,66.0,23.0,101.62,,0.0,0.0,,18519291.666666668,2002,9,0.0,Wednesday,0
2002-09-05,25.1,19.75,14.4,56.0,16.5,102.15,,0.0,0.0,,17988208.333333332,2002,9,0.0,Thursday,0
2002-09-06,27.5,20.65,13.8,63.0,7.5,102.21,,0.0,0.0,,17794083.333333332,2002,9,0.0,Friday,0
2002-09-07,30.7,23.6,16.5,63.5,9.5,102.28,,0.0,0.0,,17556458.333333332,2002,9,0.0,Saturday,1
2002-09-08,32.9,24.9,16.9,55.0,7.5,102.23,,0.0,0.0,,18118041.666666668,2002,9,0.0,Sunday,1
2002-09-09,33.9,26.35,18.8,53.5,9.5,101.83,,0.0,0.0,,21049541.666666668,2002,9,0.0,Monday,0
2002-09-10,34.8,25.85,16.9,53.0,21.5,100.82,,0.4,0.0,,20918333.333333332,2002,9,0.0,Tuesday,0
2002-09-11,21.5,16.6,11.7,62.5,34.5,101.05,,0.0,0.0,,17538708.333333332,2002,9,0.0,Wednesday,0
2002-09-12,26.5,18.14,9.8,56.0,17.5,101.61,,0.0,0.0,,17246000.0,2002,9,0.0,Thursday,0
2002-09-13,29.6,22.0,14.4,53.0,20.0,101.5,,0.0,0.0,,17700458.333333332,2002,9,0.0,Friday,0
2002-09-14,30.0,24.05,18.1,73.5,15.0,101.37,,9.0,0.0,,16671416.666666666,2002,9,0.0,Saturday,1
2002-09-15,22.1,19.14,16.2,84.5,14.0,101.58,,3.4,0.0,,15960791.666666666,2002,9,0.0,Sunday,1
2002-09-16,23.6,18.64,13.7,63.5,11.5,101.67,,0.0,0.0,,17384500.0,2002,9,0.0,Monday,0
2002-09-17,26.4,18.75,11.1,60.0,8.5,101.66,,0.0,0.0,,17485291.666666668,2002,9,0.0,Tuesday,0
2002-09-18,25.5,19.85,14.2,70.0,8.5,101.54,,0.0,0.0,,17827791.666666668,2002,9,0.0,Wednesday,0
2002-09-19,29.4,23.65,17.9,80.0,14.0,101.06,,0.0,0.0,,19023541.666666668,2002,9,0.0,Thursday,0
2002-09-20,29.5,25.45,21.4,77.5,19.5,100.8,,9.2,0.0,,19630458.333333332,2002,9,0.0,Friday,0
2002-09-21,25.3,21.15,17.0,74.0,21.0,101.08,,0.2,0.0,,17240416.666666668,2002,9,0.0,Saturday,1
2002-09-22,25.1,17.7,10.3,83.0,20.5,101.38,,8.0,0.0,,15805375.0,2002,9,0.0,Sunday,1
2002-09-23,20.4,14.7,9.0,65.0,15.0,102.08,,0.0,0.0,,16782916.666666668,2002,9,0.0,Monday,0
2002-09-24,21.3,15.55,9.8,61.5,16.5,102.34,,0.0,0.0,,16934166.666666668,2002,9,0.0,Tuesday,0
2002-09-25,19.0,13.65,8.3,71.5,8.5,102.7,,0.0,0.0,,16825083.333333332,2002,9,0.0,Wednesday,0
2002-09-26,22.6,16.6,10.6,76.0,8.5,101.82,,0.0,0.0,,16923041.666666668,2002,9,0.0,Thursday,0
2002-09-27,16.6,15.2,13.8,91.5,17.0,100.78,,29.0,0.0,,16826916.666666668,2002,9,0.0,Friday,0
2002-09-28,19.0,14.85,10.7,71.5,16.0,101.97,,0.0,0.0,,15062666.666666666,2002,9,0.0,Saturday,1
2002-09-29,21.3,15.15,9.0,79.0,6.5,102.17,,0.0,0.0,,14900041.666666666,2002,9,0.0,Sunday,1
2002-09-30,27.2,21.79,16.4,67.5,18.0,101.75,,0.0,0.0,,17205041.666666668,2002,9,0.0,Monday,0
2002-10-01,29.5,24.45,19.4,68.5,27.0,101.34,,0.0,0.0,,18235333.333333332,2002,10,0.0,Tuesday,0
2002-10-02,26.1,20.35,14.6,76.5,16.0,101.38,,1.0,0.0,,18109291.666666668,2002,10,0.0,Wednesday,0
2002-10-03,15.4,14.05,12.7,83.0,16.5,101.9,,1.4,0.0,,16755583.333333334,2002,10,0.0,Thursday,0
2002-10-04,24.2,19.05,13.9,86.5,35.0,100.77,,5.2,0.0,,17051583.333333332,2002,10,0.0,Friday,0
2002-10-05,18.1,12.75,7.4,65.0,27.0,101.43,,0.0,0.0,,15123750.0,2002,10,0.0,Saturday,1
2002-10-06,18.3,12.5,6.7,71.5,13.0,101.84,,0.0,0.0,,14684625.0,2002,10,0.0,Sunday,1
2002-10-07,18.7,10.9,3.1,66.0,41.5,101.55,,0.4,0.0,,16601000.0,2002,10,0.0,Monday,0
2002-10-08,12.1,7.94,3.8,64.0,10.0,102.58,,0.0,0.0,,16713375.0,2002,10,0.0,Tuesday,0
2002-10-09,17.5,13.25,9.0,76.5,10.5,102.16,,0.0,0.0,,16763875.0,2002,10,0.0,Wednesday,0
2002-10-10,18.4,12.8,7.2,80.0,5.5,102.39,,0.0,0.0,,16774833.333333334,2002,10,0.0,Thursday,0
2002-10-11,16.5,12.6,8.7,88.5,14.0,102.39,,0.0,0.0,,16575500.0,2002,10,0.0,Friday,0
2002-10-12,16.1,14.6,13.1,92.0,10.0,102.02,,1.2,0.0,,15174458.333333334,2002,10,0.0,Saturday,1
2002-10-13,15.3,9.0,2.7,71.0,24.0,101.93,,1.6,0.0,,14529250.0,2002,10,0.0,Sunday,1
2002-10-14,11.9,6.05,0.2,62.0,15.0,102.73,,0.0,0.0,,14627666.666666666,2002,10,0.0,Monday,0
2002-10-15,14.0,9.75,5.5,73.0,11.5,101.57,,0.0,0.0,,16752166.666666666,2002,10,0.0,Tuesday,0
2002-10-16,10.6,8.15,5.7,87.5,19.5,100.92,,2.6,0.0,,17049000.0,2002,10,0.0,Wednesday,0
2002-10-17,7.7,4.65,1.6,65.5,19.5,101.34,,0.0,0.0,,17165541.666666668,2002,10,0.0,Thursday,0
2002-10-18,10.9,6.15,1.4,80.5,12.0,101.6,,5.8,0.0,,17034291.666666668,2002,10,0.0,Friday,0
2002-10-19,13.8,8.7,3.6,80.5,27.5,100.69,,3.6,0.0,,15645458.333333334,2002,10,0.0,Saturday,1
2002-10-20,10.8,5.95,1.1,74.0,19.5,101.58,,0.0,0.0,,15286000.0,2002,10,0.0,Sunday,1
2002-10-21,9.3,5.5,1.7,68.5,8.5,102.2,,0.0,0.0,,17260833.333333332,2002,10,0.0,Monday,0
2002-10-22,6.2,4.9,3.6,86.0,11.5,102.26,,8.0,0.0,,17594291.666666668,2002,10,0.0,Tuesday,0
2002-10-23,5.4,2.0,-1.4,76.0,17.5,102.99,,0.0,0.0,,17527750.0,2002,10,0.0,Wednesday,0
2002-10-24,5.9,1.95,-2.0,64.0,6.5,103.16,,0.0,0.0,,17547291.666666668,2002,10,0.0,Thursday,0
2002-10-25,7.7,3.85,0.0,76.5,19.5,102.46,,10.2,0.0,,17563375.0,2002,10,0.0,Friday,0
2002-10-26,11.1,7.25,3.4,82.0,17.5,101.44,,0.6,0.0,,15973125.0,2002,10,0.0,Saturday,1
2002-10-27,9.2,5.85,2.5,75.5,21.5,101.95,,0.6,0.0,,15552791.666666666,2002,10,0.0,Sunday,1
2002-10-28,8.6,4.14,-0.3,70.5,9.5,102.32,,0.0,0.0,,17527791.666666668,2002,10,0.0,Monday,0
2002-10-29,4.4,1.45,-1.5,72.5,19.5,102.33,,0.0,0.0,,17755541.666666668,2002,10,0.0,Tuesday,0
2002-10-30,6.1,1.99,-2.1,60.5,11.0,101.97,,0.0,0.0,,17769250.0,2002,10,0.0,Wednesday,0
2002-10-31,7.3,2.25,-2.8,78.0,11.0,101.79,,0.8,0.0,,17852000.0,2002,10,0.0,Thursday,0
2002-11-01,4.1,1.24,-1.6,71.5,23.0,101.46,,0.0,1.0,,17757416.666666668,2002,11,0.0,Friday,0
2002-11-02,5.4,2.0,-1.4,79.0,22.0,101.37,,0.4,0.4,,16747208.333333334,2002,11,0.0,Saturday,1
2002-11-03,4.2,1.6,-1.0,72.5,7.5,101.96,,0.0,0.0,,16287125.0,2002,11,0.0,Sunday,1
2002-11-04,9.4,5.4,1.4,69.5,19.5,101.53,,0.0,0.0,,17976750.0,2002,11,0.0,Monday,0
2002-11-05,5.5,1.55,-2.4,82.5,17.0,101.62,,6.8,0.0,,18151500.0,2002,11,0.0,Tuesday,0
2002-11-06,7.9,4.4,0.9,82.5,22.0,100.58,,1.2,0.0,,18006583.333333332,2002,11,0.0,Wednesday,0
2002-11-07,7.4,0.4,-6.6,60.0,23.5,101.68,,0.0,0.0,,18231291.666666668,2002,11,0.0,Thursday,0
2002-11-08,17.2,12.2,7.2,67.0,28.0,100.71,,0.0,0.0,,17332500.0,2002,11,0.0,Friday,0
2002-11-09,16.1,11.95,7.8,65.5,21.5,100.75,,0.0,0.0,,15712500.0,2002,11,0.0,Saturday,1
2002-11-10,16.9,14.6,12.3,83.5,17.0,99.76,,27.0,0.0,,15340041.666666666,2002,11,0.0,Sunday,1
2002-11-11,15.0,10.4,5.8,86.5,19.5,100.73,,2.2,0.0,,17126666.666666668,2002,11,0.0,Monday,0
2002-11-12,6.1,4.94,3.8,76.0,10.5,102.09,,0.0,0.0,,17504750.0,2002,11,0.0,Tuesday,0
2002-11-13,8.4,5.55,2.7,77.0,15.0,101.81,,0.0,0.0,,17714083.333333332,2002,11,0.0,Wednesday,0
2002-11-14,13.7,8.44,3.2,78.0,18.0,101.12,,1.0,0.0,,17636041.666666668,2002,11,0.0,Thursday,0
2002-11-15,3.8,-0.05,-3.9,76.5,25.0,101.89,,2.4,0.2,,17892083.333333332,2002,11,0.0,Friday,0
2002-11-16,-2.1,-4.09,-6.1,70.0,18.5,102.45,,0.0,5.8,,17427833.333333332,2002,11,0.0,Saturday,1
2002-11-17,0.1,-1.7,-3.5,91.5,14.5,101.2,,0.0,15.0,,16998041.666666668,2002,11,0.0,Sunday,1
2002-11-18,3.0,0.95,-1.1,75.5,22.5,101.76,,0.0,0.0,,18355625.0,2002,11,0.0,Monday,0
2002-11-19,5.7,3.4,1.1,87.0,17.5,101.67,,0.4,0.0,,18232083.333333332,2002,11,0.0,Tuesday,0
2002-11-20,11.8,6.55,1.3,77.5,14.0,101.7,,0.0,0.0,,17724916.666666668,2002,11,0.0,Wednesday,0
2002-11-21,9.9,7.25,4.6,77.0,17.0,100.84,,0.0,0.0,,17575041.666666668,2002,11,0.0,Thursday,0
2002-11-22,4.8,1.29,-2.2,81.0,34.0,100.52,,0.6,0.6,,18069083.333333332,2002,11,0.0,Friday,0
2002-11-23,3.6,0.3,-3.0,73.5,26.0,101.13,,0.0,0.0,,17045208.333333332,2002,11,0.0,Saturday,1
2002-11-24,4.6,2.5,0.4,81.0,17.5,101.65,,0.0,0.6,,16321250.0,2002,11,0.0,Sunday,1
2002-11-25,4.6,1.44,-1.7,81.5,12.0,102.16,,0.2,0.2,,18235458.333333332,2002,11,0.0,Monday,0
2002-11-26,1.2,-1.5,-4.2,74.0,14.5,102.67,,0.0,0.0,,18489000.0,2002,11,0.0,Tuesday,0
2002-11-27,-0.9,-4.05,-7.2,69.5,13.0,102.55,,0.0,0.0,,18727125.0,2002,11,0.0,Wednesday,0
2002-11-28,1.1,-2.5,-6.1,74.0,24.5,101.7,,0.0,0.0,,18947125.0,2002,11,0.0,Thursday,0
2002-11-29,5.0,1.65,-1.7,78.5,29.0,99.5,,0.0,2.0,,18611500.0,2002,11,0.0,Friday,0
2002-11-30,3.0,-1.54,-6.1,77.0,34.0,99.46,,0.0,1.4,,17143625.0,2002,11,0.0,Saturday,1
2002-12-01,-3.2,-6.19,-9.2,73.0,23.0,100.95,,0.0,0.4,,17578416.666666668,2002,12,0.0,Sunday,1
