date,max_temperature,avg_temperature,min_temperature,avg_relative_humidity,avg_wind_speed,avg_hourly_pressure_sea,avg_hourly_health_index,rain,snow,avg_hourly_cloud_cover_8,avg_daily_demand,year,month,population_growth,day_of_week,is_weekend
2008-06-26,29.8,24.55,19.3,70.0,16.0,100.9,,0.0,0.0,,18976500.0,2008,6,0.0,Thursday,0
2008-06-27,27.4,23.6,19.8,72.5,9.5,100.86,,0.0,0.0,,19063916.666666668,2008,6,0.0,Friday,0
2008-06-28,25.7,22.29,18.9,80.0,14.0,100.48,,27.0,0.0,,16830375.0,2008,6,0.0,Saturday,1
2008-06-29,24.4,19.7,15.0,72.0,12.0,100.45,,0.2,0.0,,15317916.666666666,2008,6,0.0,Sunday,1
2008-06-30,23.0,18.95,14.9,68.5,17.5,100.74,,0.0,0.0,,15627166.666666666,2008,6,0.0,Monday,0
2008-07-01,24.9,18.64,12.4,54.0,10.0,101.3,,0.0,0.0,,15544125.0,2008,7,0.0,Tuesday,0
2008-07-02,28.5,21.8,15.1,59.0,20.5,101.04,,0.2,0.0,,17560291.666666668,2008,7,0.0,Wednesday,0
2008-07-03,21.2,17.45,13.7,71.0,22.5,101.21,,0.0,0.0,,17156041.666666668,2008,7,0.0,Thursday,0
2008-07-04,22.7,17.45,12.2,59.0,9.5,101.81,,0.0,0.0,,16470791.666666666,2008,7,0.0,Friday,0
2008-07-05,24.5,18.45,12.4,52.5,8.5,101.71,,0.0,0.0,,15359875.0,2008,7,0.0,Saturday,1
2008-07-06,27.4,20.29,13.2,61.0,8.5,101.62,,0.0,0.0,,15749833.333333334,2008,7,0.0,Sunday,1
2008-07-07,31.0,23.3,15.6,61.0,10.0,101.41,,0.0,0.0,,19274458.333333332,2008,7,0.0,Monday,0
2008-07-08,31.1,25.7,20.3,72.0,16.0,100.86,,29.2,0.0,,20154125.0,2008,7,0.0,Tuesday,0
2008-07-09,28.8,22.55,16.3,68.5,21.5,100.74,,0.0,0.0,,19321333.333333332,2008,7,0.0,Wednesday,0
2008-07-10,26.8,19.8,12.8,63.0,17.0,101.52,,0.0,0.0,,17702791.666666668,2008,7,0.0,Thursday,0
2008-07-11,24.4,20.45,16.5,70.5,10.0,101.66,,13.6,0.0,,17567500.0,2008,7,0.0,Friday,0
2008-07-12,25.7,22.29,18.9,80.5,9.5,101.32,,7.4,0.0,,16740500.0,2008,7,0.0,Saturday,1
2008-07-13,27.6,22.65,17.7,64.5,25.0,100.51,,0.2,0.0,,16304000.0,2008,7,0.0,Sunday,1
2008-07-14,25.0,19.75,14.5,59.5,22.0,100.94,,0.0,0.0,,17200416.666666668,2008,7,0.0,Monday,0
2008-07-15,25.3,18.89,12.5,62.5,10.0,101.75,,0.0,0.0,,17537583.333333332,2008,7,0.0,Tuesday,0
2008-07-16,31.1,24.85,18.6,55.5,8.5,101.84,,0.0,0.0,,19269125.0,2008,7,0.0,Wednesday,0
2008-07-17,30.8,25.85,20.9,59.0,12.0,101.78,,0.0,0.0,,19996208.333333332,2008,7,0.0,Thursday,0
2008-07-18,28.7,25.45,22.2,68.5,15.0,101.38,,0.0,0.0,,19752083.333333332,2008,7,0.0,Friday,0
2008-07-19,30.1,25.6,21.1,74.0,11.0,101.32,,28.2,0.0,,17996625.0,2008,7,0.0,Saturday,1
2008-07-20,21.6,19.85,18.1,85.5,9.5,101.11,,51.2,0.0,,16258000.0,2008,7,0.0,Sunday,1
2008-07-21,25.3,22.15,19.0,73.0,8.5,101.1,,0.0,0.0,,18183333.333333332,2008,7,0.0,Monday,0
2008-07-22,24.4,20.9,17.4,75.5,8.5,101.24,,29.4,0.0,,18159250.0,2008,7,0.0,Tuesday,0
2008-07-23,22.1,19.75,17.4,79.5,14.0,101.29,,20.2,0.0,,17414750.0,2008,7,0.0,Wednesday,0
2008-07-24,24.9,20.25,15.6,68.0,12.0,101.3,,1.8,0.0,,17357583.333333332,2008,7,0.0,Thursday,0
2008-07-25,27.9,21.4,14.9,61.0,12.0,101.54,,0.0,0.0,,17825041.666666668,2008,7,0.0,Friday,0
2008-07-26,27.9,22.29,16.7,63.0,19.0,100.96,,0.2,0.0,,16427916.666666666,2008,7,0.0,Saturday,1
2008-07-27,26.4,20.6,14.8,65.5,21.5,100.85,,0.6,0.0,,15698791.666666666,2008,7,0.0,Sunday,1
2008-07-28,28.0,21.9,15.8,66.0,15.0,100.99,,0.0,0.0,,18296375.0,2008,7,0.0,Monday,0
2008-07-29,26.8,21.2,15.6,67.5,9.5,101.29,,0.0,0.0,,18471625.0,2008,7,0.0,Tuesday,0
2008-07-30,26.7,23.25,19.8,78.5,15.0,100.56,,11.0,0.0,,18611333.333333332,2008,7,0.0,Wednesday,0
2008-07-31,27.0,22.35,17.7,70.0,19.0,100.38,,0.0,0.0,,18791416.666666668,2008,7,0.0,Thursday,0
2008-08-01,27.3,21.8,16.3,69.5,16.0,100.66,,0.0,0.0,,18340250.0,2008,8,0.0,Friday,0
2008-08-02,25.8,22.0,18.2,64.0,22.0,100.79,,0.0,0.0,,16171375.0,2008,8,0.0,Saturday,1
2008-08-03,25.9,21.25,16.6,63.5,20.5,101.35,,0.0,0.0,,15427750.0,2008,8,0.0,Sunday,1
2008-08-04,27.2,21.0,14.8,61.5,10.5,101.47,,0.0,0.0,,16324500.0,2008,8,0.0,Monday,0
2008-08-05,26.8,23.15,19.5,76.5,8.5,101.15,,11.2,0.0,,18923041.666666668,2008,8,0.0,Tuesday,0
2008-08-06,27.7,22.54,17.4,69.0,19.5,101.04,,0.0,0.0,,18799208.333333332,2008,8,0.0,Wednesday,0
2008-08-07,24.3,20.39,16.5,70.5,16.0,100.86,,8.4,0.0,,17618875.0,2008,8,0.0,Thursday,0
2008-08-08,22.8,18.8,14.8,68.5,28.0,100.91,,4.8,0.0,,16827458.333333332,2008,8,0.0,Friday,0
2008-08-09,21.9,17.14,12.4,72.5,8.5,101.0,,26.2,0.0,,15039750.0,2008,8,0.0,Saturday,1
2008-08-10,17.0,13.85,10.7,79.5,9.5,100.93,,3.8,0.0,,14253291.666666666,2008,8,0.0,Sunday,1
2008-08-11,24.2,18.7,13.2,70.5,20.5,101.19,,0.0,0.0,,16653083.333333334,2008,8,0.0,Monday,0
2008-08-12,24.0,19.3,14.6,69.0,14.0,101.09,,0.0,0.0,,17097958.333333332,2008,8,0.0,Tuesday,0
2008-08-13,21.6,17.89,14.2,74.5,8.5,100.91,,2.2,0.0,,16957750.0,2008,8,0.0,Wednesday,0
2008-08-14,23.6,18.64,13.7,71.5,9.5,101.13,,7.8,0.0,,17216250.0,2008,8,0.0,Thursday,0
2008-08-15,24.5,18.7,12.9,67.0,22.0,101.64,,10.2,0.0,,16844083.333333332,2008,8,0.0,Friday,0
2008-08-16,24.9,19.2,13.5,66.5,16.0,101.55,,0.0,0.0,,15414458.333333334,2008,8,0.0,Saturday,1
2008-08-17,27.6,22.3,17.0,65.5,16.0,101.26,,0.0,0.0,,15898583.333333334,2008,8,0.0,Sunday,1
2008-08-18,29.4,23.15,16.9,70.0,20.5,101.05,,9.8,0.0,,18839666.666666668,2008,8,0.0,Monday,0
2008-08-19,20.4,16.45,12.5,68.5,19.5,101.98,,0.0,0.0,,16927750.0,2008,8,0.0,Tuesday,0
2008-08-20,21.3,16.0,10.7,66.5,9.5,102.4,,0.0,0.0,,16886375.0,2008,8,0.0,Wednesday,0
2008-08-21,24.8,18.45,12.1,62.5,7.5,102.34,,0.0,0.0,,17191958.333333332,2008,8,0.0,Thursday,0
2008-08-22,27.2,21.65,16.1,69.5,7.5,102.3,,0.0,0.0,,18405500.0,2008,8,0.0,Friday,0
2008-08-23,26.9,22.85,18.8,73.0,10.0,101.93,,0.0,0.0,,17355458.333333332,2008,8,0.0,Saturday,1
2008-08-24,28.6,22.05,15.5,65.0,14.0,101.31,,0.0,0.0,,16811291.666666668,2008,8,0.0,Sunday,1
2008-08-25,20.5,16.5,12.5,66.5,23.0,101.73,,0.0,0.0,,16876333.333333332,2008,8,0.0,Monday,0
2008-08-26,22.3,16.14,10.0,59.5,7.5,102.06,,0.0,0.0,,16907625.0,2008,8,0.0,Tuesday,0
2008-08-27,23.5,17.1,10.7,59.0,11.0,101.84,,0.0,0.0,,16935416.666666668,2008,8,0.0,Wednesday,0
2008-08-28,22.2,19.05,15.9,75.0,13.0,101.45,,0.8,0.0,,17052541.666666668,2008,8,0.0,Thursday,0
2008-08-29,25.3,21.05,16.8,79.5,10.0,101.23,,7.4,0.0,,17248041.666666668,2008,8,0.0,Friday,0
2008-08-30,26.9,21.25,15.6,62.5,11.0,101.73,,0.0,0.0,,16003791.666666666,2008,8,0.0,Saturday,1
2008-08-31,25.4,20.1,14.8,66.5,7.5,102.25,,0.0,0.0,,15539875.0,2008,8,0.0,Sunday,1
2008-09-01,26.3,20.3,14.3,63.5,5.5,102.3,,0.0,0.0,,16133125.0,2008,9,0.0,Monday,0
2008-09-02,26.5,20.25,14.0,63.0,6.5,101.95,,0.0,0.0,,18689416.666666668,2008,9,0.0,Tuesday,0
2008-09-03,30.4,22.75,15.1,60.0,13.0,101.4,,0.0,0.0,,19127416.666666668,2008,9,0.0,Wednesday,0
2008-09-04,25.2,21.4,17.6,68.5,14.0,101.38,,0.0,0.0,,18629416.666666668,2008,9,0.0,Thursday,0
2008-09-05,25.9,21.15,16.4,69.0,28.5,100.96,,0.6,0.0,,18222666.666666668,2008,9,0.0,Friday,0
2008-09-06,21.0,17.2,13.4,73.5,12.0,101.32,,7.0,0.0,,15406666.666666666,2008,9,0.0,Saturday,1
2008-09-07,19.0,15.35,11.7,76.5,8.5,101.6,,6.2,0.0,,14671583.333333334,2008,9,0.0,Sunday,1
2008-09-08,23.4,17.64,11.9,70.5,20.5,101.8,,7.4,0.0,,16727750.0,2008,9,0.0,Monday,0
2008-09-09,18.8,14.4,10.0,73.5,18.0,101.67,,16.0,0.0,,16545708.333333334,2008,9,0.0,Tuesday,0
2008-09-10,19.4,13.5,7.6,62.0,8.5,102.62,,0.0,0.0,,16206125.0,2008,9,0.0,Wednesday,0
2008-09-11,19.9,13.64,7.4,70.0,10.0,102.41,,0.0,0.0,,16325583.333333334,2008,9,0.0,Thursday,0
2008-09-12,24.4,20.29,16.2,82.5,13.0,101.35,,1.0,0.0,,16988916.666666668,2008,9,0.0,Friday,0
2008-09-13,23.4,20.95,18.5,87.5,9.5,101.06,,14.8,0.0,,15667041.666666666,2008,9,0.0,Saturday,1
2008-09-14,28.6,22.65,16.7,80.5,31.5,99.8,,11.4,0.0,,16652333.333333334,2008,9,0.0,Sunday,1
2008-09-15,17.2,12.89,8.6,73.0,32.5,101.25,,0.0,0.0,,16598916.666666666,2008,9,0.0,Monday,0
2008-09-16,19.0,12.95,6.9,68.0,10.0,102.15,,0.0,0.0,,16298833.333333334,2008,9,0.0,Tuesday,0
2008-09-17,23.8,17.2,10.6,67.5,19.5,101.98,,0.0,0.0,,16630750.0,2008,9,0.0,Wednesday,0
2008-09-18,17.5,13.7,9.9,73.0,11.5,102.7,,0.0,0.0,,16373500.0,2008,9,0.0,Thursday,0
2008-09-19,18.9,14.8,10.7,69.5,8.5,102.72,,0.0,0.0,,16085916.666666666,2008,9,0.0,Friday,0
2008-09-20,25.6,18.64,11.7,71.5,11.0,102.1,,0.0,0.0,,14978958.333333334,2008,9,0.0,Saturday,1
2008-09-21,18.0,13.8,9.6,70.5,17.0,102.58,,0.0,0.0,,14520583.333333334,2008,9,0.0,Sunday,1
2008-09-22,18.0,12.95,7.9,69.5,7.5,103.15,,0.0,0.0,,16219458.333333334,2008,9,0.0,Monday,0
2008-09-23,20.1,14.35,8.6,60.5,7.5,103.22,,0.0,0.0,,16315708.333333334,2008,9,0.0,Tuesday,0
2008-09-24,24.8,17.35,9.9,71.5,7.5,102.9,,0.0,0.0,,16635291.666666666,2008,9,0.0,Wednesday,0
2008-09-25,23.9,17.39,10.9,71.0,7.5,102.82,,0.0,0.0,,16763750.0,2008,9,0.0,Thursday,0
2008-09-26,20.6,16.45,12.3,70.0,13.0,102.49,,0.0,0.0,,16279416.666666666,2008,9,0.0,Friday,0
2008-09-27,18.1,16.75,15.4,89.0,13.5,101.74,,2.6,0.0,,14915875.0,2008,9,0.0,Saturday,1
2008-09-28,22.3,17.45,12.6,74.0,21.5,101.71,,0.2,0.0,,14605750.0,2008,9,0.0,Sunday,1
2008-09-29,14.7,13.14,11.6,77.5,10.0,101.79,,0.0,0.0,,16024666.666666666,2008,9,0.0,Monday,0
2008-09-30,18.9,15.5,12.1,76.5,17.0,100.71,,16.2,0.0,,16164916.666666666,2008,9,0.0,Tuesday,0
2008-10-01,14.8,11.5,8.2,77.5,18.0,100.49,,0.2,0.0,,15962125.0,2008,10,0.0,Wednesday,0
2008-10-02,13.5,9.8,6.1,69.5,24.0,100.53,,8.6,0.0,,16000500.0,2008,10,0.0,Thursday,0
2008-10-03,12.8,8.75,4.7,71.0,24.0,101.33,,0.0,0.0,,15770000.0,2008,10,0.0,Friday,0
2008-10-04,13.0,8.35,3.7,71.0,12.5,102.28,,0.0,0.0,,14644708.333333334,2008,10,0.0,Saturday,1
2008-10-05,14.1,8.94,3.8,70.0,7.5,102.61,,0.0,0.0,,14426083.333333334,2008,10,0.0,Sunday,1
2008-10-06,13.6,8.69,3.8,65.0,10.0,103.05,,0.0,0.0,,16126625.0,2008,10,0.0,Monday,0
2008-10-07,14.5,8.5,2.5,61.5,10.5,102.82,,0.0,0.0,,16215750.0,2008,10,0.0,Tuesday,0
2008-10-08,16.7,11.75,6.8,81.0,15.0,101.22,,7.6,0.0,,16361208.333333334,2008,10,0.0,Wednesday,0
2008-10-09,20.5,14.2,7.9,61.0,26.0,101.24,,0.0,0.0,,16060500.0,2008,10,0.0,Thursday,0
2008-10-10,18.9,12.3,5.7,62.0,9.5,102.37,,0.0,0.0,,15668416.666666666,2008,10,0.0,Friday,0
2008-10-11,17.8,12.25,6.7,68.0,5.5,103.1,,0.0,0.0,,14168500.0,2008,10,0.0,Saturday,1
2008-10-12,20.9,13.8,6.7,75.5,5.5,103.08,,0.0,0.0,,13776583.333333334,2008,10,0.0,Sunday,1
2008-10-13,25.0,16.85,8.7,68.5,8.5,102.61,,0.0,0.0,,13773833.333333334,2008,10,0.0,Monday,0
2008-10-14,22.3,14.4,6.5,60.5,24.0,101.98,,0.0,0.0,,15759250.0,2008,10,0.0,Tuesday,0
2008-10-15,16.3,10.7,5.1,74.0,7.5,101.85,,1.4,0.0,,15919416.666666666,2008,10,0.0,Wednesday,0
2008-10-16,14.2,9.5,4.8,71.0,20.5,101.76,,2.4,0.0,,15945166.666666666,2008,10,0.0,Thursday,0
2008-10-17,11.5,7.05,2.6,61.0,14.0,102.48,,0.0,0.0,,15746041.666666666,2008,10,0.0,Friday,0
2008-10-18,12.2,7.1,2.0,61.0,9.5,102.74,,0.0,0.0,,14458125.0,2008,10,0.0,Saturday,1
2008-10-19,12.6,6.4,0.2,58.0,8.5,102.9,,0.0,0.0,,14336583.333333334,2008,10,0.0,Sunday,1
2008-10-20,14.6,10.05,5.5,70.0,8.5,102.02,,3.4,0.0,,16147583.333333334,2008,10,0.0,Monday,0
2008-10-21,10.4,5.35,0.3,74.0,34.0,101.91,,0.4,0.0,,16441875.0,2008,10,0.0,Tuesday,0
2008-10-22,6.1,2.4,-1.3,62.5,16.5,103.29,,0.0,0.0,,16607166.666666666,2008,10,0.0,Wednesday,0
2008-10-23,9.8,6.9,4.0,74.0,16.0,103.62,,0.0,0.0,,16486458.333333334,2008,10,0.0,Thursday,0
2008-10-24,11.3,5.0,-1.3,76.5,10.0,102.41,,2.6,0.0,,16218166.666666666,2008,10,0.0,Friday,0
2008-10-25,14.2,10.05,5.9,74.0,20.5,100.98,,6.2,0.0,,14677708.333333334,2008,10,0.0,Saturday,1
2008-10-26,13.2,9.05,4.9,73.0,18.5,100.45,,4.6,0.0,,14384666.666666666,2008,10,0.0,Sunday,1
2008-10-27,10.0,6.65,3.3,74.0,19.5,101.25,,2.2,0.0,,16379958.333333334,2008,10,0.0,Monday,0
2008-10-28,5.6,3.25,0.9,71.0,38.5,101.34,,0.0,0.0,,16845333.333333332,2008,10,0.0,Tuesday,0
2008-10-29,3.9,2.1,0.3,61.5,31.5,101.22,,0.0,0.0,,17095500.0,2008,10,0.0,Wednesday,0
2008-10-30,10.5,3.85,-2.8,52.0,12.0,102.74,,0.0,0.0,,16651166.666666666,2008,10,0.0,Thursday,0
2008-10-31,19.5,13.15,6.8,55.5,17.5,102.42,,0.0,0.0,,15715166.666666666,2008,10,0.0,Friday,0
2008-11-01,9.1,4.25,-0.6,63.5,14.0,102.85,,0.0,0.0,,14575083.333333334,2008,11,0.0,Saturday,1
2008-11-02,6.8,2.15,-2.5,68.5,14.0,103.13,,0.0,0.0,,14864583.333333334,2008,11,0.0,Sunday,1
2008-11-03,16.0,9.25,2.5,83.0,6.5,102.46,,8.2,0.0,,16333250.0,2008,11,0.0,Monday,0
2008-11-04,18.1,12.45,6.8,77.5,9.5,102.3,,0.0,0.0,,15971791.666666666,2008,11,0.0,Tuesday,0
2008-11-05,17.6,12.15,6.7,77.0,5.5,102.06,,0.0,0.0,,15848625.0,2008,11,0.0,Wednesday,0
2008-11-06,17.8,10.6,3.4,79.0,6.5,101.89,,0.0,0.0,,15864666.666666666,2008,11,0.0,Thursday,0
2008-11-07,17.0,11.05,5.1,79.5,11.5,100.99,,4.4,0.0,,15658083.333333334,2008,11,0.0,Friday,0
2008-11-08,11.2,6.94,2.7,73.0,21.0,100.26,,0.8,0.0,,14404625.0,2008,11,0.0,Saturday,1
2008-11-09,7.3,3.75,0.2,71.0,23.0,100.6,,0.0,0.0,,14573000.0,2008,11,0.0,Sunday,1
2008-11-10,4.6,1.94,-0.7,68.5,26.0,101.63,,0.0,0.0,,16667875.0,2008,11,0.0,Monday,0
2008-11-11,5.8,2.9,0.0,70.5,18.0,102.6,,0.0,0.0,,16851375.0,2008,11,0.0,Tuesday,0
2008-11-12,7.4,4.15,0.9,69.5,11.5,102.53,,0.0,0.0,,16830500.0,2008,11,0.0,Wednesday,0
2008-11-13,11.9,8.9,5.9,83.5,17.5,101.05,,8.4,0.0,,16698750.0,2008,11,0.0,Thursday,0
2008-11-14,14.6,11.39,8.2,80.0,12.0,100.64,,2.6,0.0,,15722125.0,2008,11,0.0,Friday,0
2008-11-15,9.4,5.15,0.9,89.5,31.5,99.88,,28.4,0.0,,14821083.333333334,2008,11,0.0,Saturday,1
2008-11-16,4.2,1.55,-1.1,73.0,29.0,100.53,,1.2,0.0,,15049875.0,2008,11,0.0,Sunday,1
2008-11-17,2.1,-1.15,-4.4,62.5,20.5,101.69,,0.0,0.0,,17094958.333333332,2008,11,0.0,Monday,0
2008-11-18,0.1,-3.3,-6.7,57.0,18.5,102.62,,0.0,0.0,,17662083.333333332,2008,11,0.0,Tuesday,0
2008-11-19,-1.2,-4.89,-8.6,70.0,7.5,102.08,,0.0,6.2,,18104000.0,2008,11,0.0,Wednesday,0
2008-11-20,-0.3,-3.2,-6.1,75.0,10.0,101.38,,0.0,0.4,,17884416.666666668,2008,11,0.0,Thursday,0
2008-11-21,-3.8,-7.19,-10.6,65.0,15.0,102.41,,0.0,0.0,,18039375.0,2008,11,0.0,Friday,0
2008-11-22,-3.5,-7.05,-10.6,62.0,11.5,103.17,,0.0,0.0,,16850416.666666668,2008,11,0.0,Saturday,1
2008-11-23,0.5,-4.59,-9.7,61.0,8.5,102.72,,0.0,0.0,,16403583.333333334,2008,11,0.0,Sunday,1
2008-11-24,3.9,1.29,-1.3,76.5,13.0,101.26,,5.8,0.4,,17829291.666666668,2008,11,0.0,Monday,0
2008-11-25,4.5,2.7,0.9,78.5,12.0,100.49,,1.2,0.0,,17644083.333333332,2008,11,0.0,Tuesday,0
2008-11-26,3.1,1.7,0.3,78.5,25.0,100.87,,0.4,0.2,,17663833.333333332,2008,11,0.0,Wednesday,0
2008-11-27,3.1,1.85,0.6,69.5,18.5,101.1,,0.0,0.0,,17536250.0,2008,11,0.0,Thursday,0
2008-11-28,3.8,1.85,-0.1,76.0,20.5,100.63,,0.4,0.4,,17301208.333333332,2008,11,0.0,Friday,0
2008-11-29,4.8,1.29,-2.2,63.5,12.0,101.2,,0.0,0.0,,16017333.333333334,2008,11,0.0,Saturday,1
2008-11-30,3.8,-0.1,-4.0,74.5,22.5,100.23,,8.1,5.5,,16114250.0,2008,11,0.0,Sunday,1
2008-12-01,3.4,1.25,-0.9,80.0,22.0,99.28,,3.2,0.4,,17813083.333333332,2008,12,0.0,Monday,0
2008-12-02,0.6,-0.5,-1.6,65.0,24.5,101.44,,0.0,0.0,,18040291.666666668,2008,12,0.0,Tuesday,0
2008-12-03,6.4,2.7,-1.0,71.0,20.5,101.48,,0.4,0.0,,17753666.666666668,2008,12,0.0,Wednesday,0
2008-12-04,4.8,0.25,-4.3,70.5,30.0,101.72,,1.0,0.0,,17860625.0,2008,12,0.0,Thursday,0
2008-12-05,-2.2,-5.09,-8.0,57.0,21.5,102.26,,0.0,0.0,,18203000.0,2008,12,0.0,Friday,0
2008-12-06,-1.7,-4.14,-6.6,71.5,16.5,101.05,,0.0,2.2,,17151625.0,2008,12,0.0,Saturday,1
2008-12-07,-2.1,-7.4,-12.7,65.5,30.5,101.57,,0.0,0.0,,17201583.333333332,2008,12,0.0,Sunday,1
2008-12-08,-2.6,-6.9,-11.2,68.0,11.5,102.53,,0.0,3.4,,19330125.0,2008,12,0.0,Monday,0
2008-12-09,3.7,0.15,-3.4,88.0,8.5,101.3,,6.4,6.0,,18985000.0,2008,12,0.0,Tuesday,0
2008-12-10,2.6,-3.5,-9.6,77.5,18.0,101.92,,3.6,0.4,,18686083.333333332,2008,12,0.0,Wednesday,0
2008-12-11,-1.8,-5.95,-10.1,76.5,5.5,101.72,,0.0,0.0,,19083125.0,2008,12,0.0,Thursday,0
2008-12-12,-1.4,-6.65,-11.9,70.5,19.5,101.34,,0.0,0.0,,18649125.0,2008,12,0.0,Friday,0
2008-12-13,1.1,-5.9,-12.9,66.5,14.0,102.39,,0.0,0.2,,17608291.666666668,2008,12,0.0,Saturday,1
2008-12-14,5.1,2.84,0.6,70.0,17.5,101.82,,1.0,0.0,,16691041.666666666,2008,12,0.0,Sunday,1
2008-12-15,10.6,1.65,-7.3,72.0,29.5,101.77,,3.8,0.0,,18023875.0,2008,12,0.0,Monday,0
2008-12-16,-3.3,-5.44,-7.6,67.5,11.0,103.31,,0.0,4.4,,18834500.0,2008,12,0.0,Tuesday,0
2008-12-17,-0.1,-2.95,-5.8,75.5,18.5,101.9,,0.0,5.4,,18516583.333333332,2008,12,0.0,Wednesday,0
2008-12-18,-2.2,-5.3,-8.4,64.5,15.0,102.71,,0.0,0.0,,18397250.0,2008,12,0.0,Thursday,0
2008-12-19,-4.2,-9.35,-14.5,72.5,20.5,102.02,,0.0,16.0,,19121208.333333332,2008,12,0.0,Friday,0
2008-12-20,-10.4,-14.05,-17.7,70.5,16.5,102.28,,0.0,0.4,,17956291.666666668,2008,12,0.0,Saturday,1
2008-12-21,-3.6,-8.65,-13.7,77.5,30.0,100.24,,0.0,5.4,,17882666.666666668,2008,12,0.0,Sunday,1
2008-12-22,-7.1,-10.3,-13.5,64.0,25.0,102.03,,0.0,0.0,,18866000.0,2008,12,0.0,Monday,0
2008-12-23,-1.4,-6.55,-11.7,77.5,17.5,102.9,,0.0,11.0,,18639625.0,2008,12,0.0,Tuesday,0
2008-12-24,6.1,2.29,-1.5,79.5,34.5,100.91,,10.8,1.8,,16489583.333333334,2008,12,0.0,Wednesday,0
2008-12-25,1.2,-1.69,-4.6,67.5,33.0,102.67,,0.0,0.2,,15016416.666666666,2008,12,0.0,Thursday,0
2008-12-26,2.5,-1.2,-4.9,74.0,9.5,102.69,,0.0,2.2,,15417375.0,2008,12,0.0,Friday,0
2008-12-27,14.2,7.8,1.4,87.5,14.0,101.3,,9.0,0.0,,15082166.666666666,2008,12,0.0,Saturday,1
2008-12-28,15.9,8.0,0.1,76.5,45.5,100.83,,0.8,0.0,,14568791.666666666,2008,12,0.0,Sunday,1
2008-12-29,5.1,1.44,-2.2,63.5,35.0,101.14,,0.0,0.0,,15939625.0,2008,12,0.0,Monday,0
2008-12-30,-0.5,-3.2,-5.9,66.5,29.5,101.35,,0.0,3.8,,16611416.666666666,2008,12,0.0,Tuesday,0
2008-12-31,-5.8,-10.05,-14.3,64.5,26.5,101.72,,0.0,1.6,,16897791.666666668,2008,12,0.0,Wednesday,0
2009-01-01,-3.8,-9.69,-15.6,66.0,8.5,102.44,,0.0,0.0,,16321083.333333334,2009,1,0.0,Thursday,0
2009-01-02,0.7,-2.0,-4.7,69.5,20.0,100.72,,0.0,1.2,,16601708.333333334,2009,1,0.0,Friday,0
2009-01-03,-1.9,-6.85,-11.8,67.0,20.5,102.13,,0.0,0.0,,16356625.0,2009,1,0.0,Saturday,1
2009-01-04,-0.7,-6.44,-12.2,74.0,10.5,101.91,,0.0,0.0,,16677333.333333334,2009,1,0.0,Sunday,1
2009-01-05,0.6,-3.55,-7.7,70.0,23.0,101.74,,0.0,0.0,,17906708.333333332,2009,1,0.0,Monday,0
2009-01-06,-0.6,-5.3,-10.0,69.0,11.0,101.23,,0.0,3.6,,18224500.0,2009,1,0.0,Tuesday,0
2009-01-07,0.7,-1.04,-2.8,82.0,17.0,98.86,,1.0,9.0,,18354916.666666668,2009,1,0.0,Wednesday,0
2009-01-08,-2.8,-7.4,-12.0,67.5,23.0,99.99,,0.0,0.2,,18388958.333333332,2009,1,0.0,Thursday,0
2009-01-09,-6.0,-9.1,-12.2,63.5,10.5,102.03,,0.0,0.0,,18643125.0,2009,1,0.0,Friday,0
2009-01-10,-6.8,-10.85,-14.9,67.5,20.5,102.2,,0.0,3.8,,17886458.333333332,2009,1,0.0,Saturday,1
2009-01-11,-6.3,-9.55,-12.8,66.0,13.0,101.87,,0.0,0.2,,17326583.333333332,2009,1,0.0,Sunday,1
2009-01-12,-3.5,-7.05,-10.6,70.5,16.0,102.07,,0.0,0.0,,18617916.666666668,2009,1,0.0,Monday,0
2009-01-13,1.1,-7.9,-16.9,74.5,26.5,101.1,,0.0,4.0,,18845041.666666668,2009,1,0.0,Tuesday,0
2009-01-14,-13.1,-17.6,-22.1,69.5,11.0,102.23,,0.0,0.8,,20222791.666666668,2009,1,0.0,Wednesday,0
2009-01-15,-10.8,-15.05,-19.3,65.0,12.0,102.73,,0.0,0.6,,20322375.0,2009,1,0.0,Thursday,0
2009-01-16,-12.7,-15.35,-18.0,66.5,23.5,103.13,,0.0,0.0,,20304916.666666668,2009,1,0.0,Friday,0
2009-01-17,-6.9,-13.45,-20.0,63.5,15.5,102.35,,0.0,4.8,,19027500.0,2009,1,0.0,Saturday,1
2009-01-18,-3.0,-5.8,-8.6,79.5,15.0,100.61,,0.0,2.8,,17894958.333333332,2009,1,0.0,Sunday,1
2009-01-19,-5.6,-8.6,-11.6,75.5,11.0,100.55,,0.0,0.8,,19085916.666666668,2009,1,0.0,Monday,0
2009-01-20,-10.2,-13.85,-17.5,70.5,20.0,101.31,,0.0,0.0,,19452541.666666668,2009,1,0.0,Tuesday,0
2009-01-21,-5.5,-12.25,-19.0,70.5,19.5,101.33,,0.0,0.0,,19633916.666666668,2009,1,0.0,Wednesday,0
2009-01-22,-1.9,-3.95,-6.0,73.5,13.0,101.27,,0.0,0.0,,18715500.0,2009,1,0.0,Thursday,0
2009-01-23,3.6,-1.6,-6.8,69.0,27.0,100.84,,0.0,0.0,,18187416.666666668,2009,1,0.0,Friday,0
2009-01-24,-6.7,-12.95,-19.2,57.0,21.5,102.48,,0.0,0.0,,17952916.666666668,2009,1,0.0,Saturday,1
