date,avg_temperature,avg_relative_humidity,avg_wind_speed,avg_hourly_health_index,rain,snow,avg_daily_demand,year,month,population_growth,day_of_week,is_weekend
2005-09-19,19.35,70.0,12.0,,0.2,0.0,17968083.333333332,2005,9,0.0,0,0
2005-09-20,19.1,66.0,24.0,,0.0,0.0,18066291.666666668,2005,9,0.0,1,0
2005-09-21,21.3,61.0,14.0,,0.0,0.0,18280333.333333332,2005,9,0.0,2,0
2005-09-22,21.04,75.5,22.0,,5.0,0.0,18324416.666666668,2005,9,0.0,3,0
2005-09-23,15.3,67.5,25.0,,0.0,0.0,17415208.333333332,2005,9,0.0,4,0
2005-09-24,14.6,69.0,14.0,,0.0,0.0,15501583.333333334,2005,9,0.0,5,1
2005-09-25,20.45,86.5,16.0,,5.8,0.0,15933208.333333334,2005,9,0.0,6,1
2005-09-26,16.89,87.5,26.0,,28.8,0.0,17969333.333333332,2005,9,0.0,0,0
2005-09-27,15.1,65.0,14.0,,0.0,0.0,17108166.666666668,2005,9,0.0,1,0
2005-09-28,16.6,73.0,13.0,,0.0,0.0,17195041.666666668,2005,9,0.0,2,0
2005-09-29,14.15,63.5,36.0,,5.8,0.0,16791375.0,2005,9,0.0,3,0
2005-09-30,12.39,64.0,11.0,,0.0,0.0,16465000.0,2005,9,0.0,4,0
2005-10-01,16.35,65.0,12.0,,0.0,0.0,15088958.333333334,2005,10,0.0,5,1
2005-10-02,16.85,73.0,7.5,,0.0,0.0,14872708.333333334,2005,10,0.0,6,1
2005-10-03,19.29,79.0,6.5,,0.0,0.0,17418250.0,2005,10,0.0,0,0
2005-10-04,21.05,81.0,8.5,,0.0,0.0,17917458.333333332,2005,10,0.0,1,0
2005-10-05,19.2,80.5,11.0,,0.0,0.0,17832875.0,2005,10,0.0,2,0
2005-10-06,20.0,77.0,18.5,,0.0,0.0,17863166.666666668,2005,10,0.0,3,0
2005-10-07,10.7,76.5,20.5,,3.4,0.0,16674208.333333334,2005,10,0.0,4,0
2005-10-08,9.9,55.5,21.5,,0.0,0.0,14871000.0,2005,10,0.0,5,1
2005-10-09,9.5,73.5,14.0,,0.0,0.0,14311458.333333334,2005,10,0.0,6,1
2005-10-10,11.5,85.0,8.5,,0.0,0.0,14567083.333333334,2005,10,0.0,0,0
2005-10-11,12.65,89.5,12.5,,1.4,0.0,16566916.666666666,2005,10,0.0,1,0
2005-10-12,12.35,93.0,19.5,,2.8,0.0,16797416.666666668,2005,10,0.0,2,0
2005-10-13,13.1,95.0,11.5,,0.8,0.0,16821083.333333332,2005,10,0.0,3,0
2005-10-14,15.45,88.5,7.5,,0.0,0.0,16584625.0,2005,10,0.0,4,0
2005-10-15,13.5,72.5,29.0,,0.0,0.0,14932833.333333334,2005,10,0.0,5,1
2005-10-16,10.95,72.5,34.0,,0.0,0.0,14577750.0,2005,10,0.0,6,1
2005-10-17,12.05,75.0,22.5,,6.0,0.0,16673000.0,2005,10,0.0,0,0
2005-10-18,10.39,75.5,27.0,,0.0,0.0,16717541.666666666,2005,10,0.0,1,0
2005-10-19,10.0,76.5,28.5,,0.4,0.0,16803416.666666668,2005,10,0.0,2,0
2005-10-20,7.0,76.0,16.0,,0.2,0.0,16919458.333333332,2005,10,0.0,3,0
2005-10-21,6.35,69.0,7.5,,0.0,0.0,16684333.333333334,2005,10,0.0,4,0
2005-10-22,4.75,82.5,19.5,,22.0,0.0,15724375.0,2005,10,0.0,5,1
2005-10-23,5.15,91.5,14.5,,3.4,0.0,15364708.333333334,2005,10,0.0,6,1
2005-10-24,7.25,84.5,18.0,,3.8,0.0,17373333.333333332,2005,10,0.0,0,0
2005-10-25,6.65,85.0,26.0,,0.6,0.0,17570708.333333332,2005,10,0.0,1,0
2005-10-26,6.05,64.5,19.5,,0.0,0.0,17538875.0,2005,10,0.0,2,0
2005-10-27,4.25,76.0,12.5,,0.2,0.0,17453291.666666668,2005,10,0.0,3,0
2005-10-28,4.09,72.0,10.5,,0.0,0.0,17344541.666666668,2005,10,0.0,4,0
2005-10-29,7.65,71.0,15.0,,0.0,0.0,15801625.0,2005,10,0.0,5,1
2005-10-30,9.75,63.0,14.0,,0.0,0.0,15163833.333333334,2005,10,0.0,6,1
2005-10-31,10.75,84.5,17.0,,2.4,0.0,16979166.666666668,2005,10,0.0,0,0
2005-11-01,8.5,79.0,22.0,,0.8,0.0,17054791.666666668,2005,11,0.0,1,0
2005-11-02,7.25,71.5,13.0,,0.0,0.0,17219416.666666668,2005,11,0.0,2,0
2005-11-03,13.95,69.0,25.0,,0.0,0.0,17093916.666666668,2005,11,0.0,3,0
2005-11-04,13.6,72.5,18.5,,0.0,0.0,16908750.0,2005,11,0.0,4,0
2005-11-05,10.3,88.0,12.0,,4.8,0.0,15508000.0,2005,11,0.0,5,1
2005-11-06,12.35,78.0,40.0,,5.4,0.0,15059916.666666666,2005,11,0.0,6,1
2005-11-07,9.3,64.5,25.0,,0.0,0.0,16979041.666666668,2005,11,0.0,0,0
2005-11-08,8.6,75.5,10.5,,0.0,0.0,16996791.666666668,2005,11,0.0,1,0
2005-11-09,9.15,80.5,23.5,,20.8,0.0,17642000.0,2005,11,0.0,2,0
2005-11-10,4.4,68.0,34.5,,0.4,0.0,17601750.0,2005,11,0.0,3,0
2005-11-11,5.75,67.0,16.0,,0.0,0.0,17189625.0,2005,11,0.0,4,0
2005-11-12,8.6,70.0,12.0,,0.0,0.0,15591666.666666666,2005,11,0.0,5,1
2005-11-13,12.39,65.0,30.5,,0.0,0.0,15033291.666666666,2005,11,0.0,6,1
2005-11-14,6.45,62.5,26.0,,0.0,0.0,17056833.333333332,2005,11,0.0,0,0
2005-11-15,7.4,87.5,19.5,,28.4,0.0,17761291.666666668,2005,11,0.0,1,0
2005-11-16,8.35,82.5,29.5,,1.6,0.0,17583291.666666668,2005,11,0.0,2,0
2005-11-17,-1.25,68.0,30.5,,0.0,0.0,18219666.666666668,2005,11,0.0,3,0
2005-11-18,-3.3,76.0,15.5,,0.0,0.8,18522500.0,2005,11,0.0,4,0
2005-11-19,3.8,69.0,19.5,,0.0,0.0,16416041.666666666,2005,11,0.0,5,1
2005-11-20,5.9,67.5,17.5,,0.0,0.0,15671625.0,2005,11,0.0,6,1
2005-11-21,4.45,82.5,18.5,,0.0,0.0,17679166.666666668,2005,11,0.0,0,0
2005-11-22,-1.25,73.0,28.5,,0.0,0.2,18297750.0,2005,11,0.0,1,0
2005-11-23,-5.2,74.0,13.0,,0.0,4.0,18916833.333333332,2005,11,0.0,2,0
2005-11-24,-5.85,77.5,30.5,,0.0,5.2,19308000.0,2005,11,0.0,3,0
2005-11-25,-7.55,79.5,20.5,,0.0,0.0,19120750.0,2005,11,0.0,4,0
2005-11-26,-4.0,82.5,6.5,,0.0,2.2,17419666.666666668,2005,11,0.0,5,1
2005-11-27,-1.9,93.5,8.5,,1.4,0.0,16780333.333333332,2005,11,0.0,6,1
2005-11-28,9.0,90.5,15.0,,7.6,0.0,17892458.333333332,2005,11,0.0,0,0
2005-11-29,10.1,82.5,20.5,,20.2,0.0,17698083.333333332,2005,11,0.0,1,0
2005-11-30,2.1,74.5,22.0,,0.0,0.0,18136666.666666668,2005,11,0.0,2,0
2005-12-01,1.05,81.5,8.5,,0.0,1.4,18428000.0,2005,12,0.0,3,0
2005-12-02,-2.29,77.5,35.5,,0.0,1.6,18715166.666666668,2005,12,0.0,4,0
2005-12-03,-2.65,66.5,25.0,,0.0,0.2,17674250.0,2005,12,0.0,5,1
2005-12-04,-3.3,80.0,18.5,,0.0,1.6,17304958.333333332,2005,12,0.0,6,1
2005-12-05,-4.84,70.5,22.0,,0.0,0.0,19374166.666666668,2005,12,0.0,0,0
2005-12-06,-6.0,65.0,25.0,,0.0,0.0,19657708.333333332,2005,12,0.0,1,0
2005-12-07,-6.9,67.0,19.5,,0.0,0.6,19810666.666666668,2005,12,0.0,2,0
2005-12-08,-4.84,63.5,11.0,,0.0,0.0,19732333.333333332,2005,12,0.0,3,0
2005-12-09,-2.65,80.0,22.0,,0.0,11.6,19353041.666666668,2005,12,0.0,4,0
2005-12-10,-3.85,72.0,28.0,,0.0,0.0,18008750.0,2005,12,0.0,5,1
2005-12-11,-4.7,78.5,21.0,,0.0,1.0,17588875.0,2005,12,0.0,6,1
2005-12-12,-12.0,67.0,17.0,,0.0,0.0,20070958.333333332,2005,12,0.0,0,0
2005-12-13,-9.44,70.5,5.5,,0.0,1.8,20443500.0,2005,12,0.0,1,0
2005-12-14,-6.8,72.5,19.5,,0.0,0.2,20527375.0,2005,12,0.0,2,0
2005-12-15,-2.4,79.5,24.0,,0.0,5.4,20416666.666666668,2005,12,0.0,3,0
2005-12-16,-1.4,80.0,22.5,,0.0,1.2,19569166.666666668,2005,12,0.0,4,0
2005-12-17,-4.05,73.5,21.5,,0.0,0.0,18088625.0,2005,12,0.0,5,1
2005-12-18,-6.44,76.0,15.5,,0.0,0.0,17855916.666666668,2005,12,0.0,6,1
2005-12-19,-7.4,74.5,31.0,,0.0,0.0,19937000.0,2005,12,0.0,0,0
2005-12-20,-8.15,79.5,25.0,,0.0,2.6,20211500.0,2005,12,0.0,1,0
2005-12-21,-7.45,80.0,21.5,,0.0,0.0,20273041.666666668,2005,12,0.0,2,0
2005-12-22,-1.14,77.5,34.5,,0.0,0.0,19837583.333333332,2005,12,0.0,3,0
2005-12-23,2.29,85.0,16.5,,3.6,0.0,18278625.0,2005,12,0.0,4,0
2005-12-24,2.75,89.5,5.5,,0.0,0.0,15883791.666666666,2005,12,0.0,5,1
2005-12-25,2.15,91.5,11.0,,6.2,8.0,15060541.666666666,2005,12,0.0,6,1
2005-12-26,0.15,90.0,29.0,,0.4,0.2,15631208.333333334,2005,12,0.0,0,0
2005-12-27,-1.3,82.5,11.5,,0.0,0.0,16500083.333333334,2005,12,0.0,1,0
2005-12-28,2.65,90.0,14.0,,7.0,0.0,17043416.666666668,2005,12,0.0,2,0
2005-12-29,-0.54,91.5,21.0,,2.8,0.0,17138041.666666668,2005,12,0.0,3,0
2005-12-30,-2.85,76.5,17.5,,0.0,0.0,17213208.333333332,2005,12,0.0,4,0
2005-12-31,-4.5,89.5,14.0,,0.0,4.4,17116791.666666668,2005,12,0.0,5,1
2006-01-01,-2.05,92.5,4.5,,0.0,0.0,16077083.333333334,2006,1,0.0,6,1
2006-01-02,1.2,94.0,19.5,,0.6,0.0,17416000.0,2006,1,0.0,0,0
2006-01-03,1.45,91.5,16.5,,0.0,0.0,18483083.333333332,2006,1,0.0,1,0
2006-01-04,3.5,96.0,10.5,,3.6,0.0,18652541.666666668,2006,1,0.0,2,0
2006-01-05,0.35,85.0,22.0,,3.8,0.0,18698541.666666668,2006,1,0.0,3,0
2006-01-06,-6.35,69.5,22.0,,0.0,0.0,19265625.0,2006,1,0.0,4,0
2006-01-07,-3.1,80.5,11.5,,0.0,2.6,18125625.0,2006,1,0.0,5,1
2006-01-08,-1.95,82.0,13.0,,0.0,0.0,17024583.333333332,2006,1,0.0,6,1
2006-01-09,1.85,84.5,16.0,,1.0,0.4,18865958.333333332,2006,1,0.0,0,0
2006-01-10,1.8,67.5,12.0,,0.0,0.0,18613708.333333332,2006,1,0.0,1,0
2006-01-11,5.2,90.0,16.0,,1.4,0.0,18470625.0,2006,1,0.0,2,0
2006-01-12,6.4,78.0,17.0,,0.0,0.0,18103875.0,2006,1,0.0,3,0
2006-01-13,6.6,82.5,8.5,,0.8,0.0,17928791.666666668,2006,1,0.0,4,0
2006-01-14,-0.9,77.5,30.5,,0.4,0.2,17224708.333333332,2006,1,0.0,5,1
2006-01-15,-10.3,69.5,20.5,,0.0,0.2,17900875.0,2006,1,0.0,6,1
2006-01-16,-8.5,60.5,14.0,,0.0,0.0,20193333.333333332,2006,1,0.0,0,0
2006-01-17,-0.79,80.0,23.0,,18.6,0.0,20092500.0,2006,1,0.0,1,0
2006-01-18,0.95,84.5,27.0,,6.2,0.6,19382375.0,2006,1,0.0,2,0
2006-01-19,0.19,74.5,18.0,,0.0,0.0,18851416.666666668,2006,1,0.0,3,0
2006-01-20,6.0,85.5,19.5,,2.4,0.0,18085625.0,2006,1,0.0,4,0
2006-01-21,-1.65,82.0,25.5,,9.6,2.6,17201625.0,2006,1,0.0,5,1
2006-01-22,-1.7,78.5,8.5,,0.0,0.0,16874208.333333332,2006,1,0.0,6,1
2006-01-23,0.4,78.0,16.0,,0.0,0.0,18535416.666666668,2006,1,0.0,0,0
2006-01-24,0.7,73.0,22.5,,0.0,1.2,18847875.0,2006,1,0.0,1,0
2006-01-25,-2.9,78.0,35.5,,0.0,0.0,19105541.666666668,2006,1,0.0,2,0
2006-01-26,-7.85,68.5,19.0,,0.0,0.0,19751708.333333332,2006,1,0.0,3,0
2006-01-27,-1.0,66.5,13.0,,0.0,0.0,19050083.333333332,2006,1,0.0,4,0
2006-01-28,5.85,65.5,11.5,,0.2,0.0,16383458.333333334,2006,1,0.0,5,1
2006-01-29,5.5,89.5,18.0,,15.8,0.0,16660666.666666666,2006,1,0.0,6,1
2006-01-30,6.1,81.0,21.0,,2.2,0.0,18146583.333333332,2006,1,0.0,0,0
2006-01-31,1.2,80.5,21.0,,0.0,0.0,18514750.0,2006,1,0.0,1,0
2006-02-01,0.0,75.5,13.0,,0.0,0.0,18610166.666666668,2006,2,0.0,2,0
2006-02-02,3.55,80.0,5.5,,1.6,0.0,18138125.0,2006,2,0.0,3,0
2006-02-03,3.35,90.5,16.5,,11.4,0.0,18091500.0,2006,2,0.0,4,0
2006-02-04,2.2,88.5,19.5,,19.4,2.0,16870708.333333332,2006,2,0.0,5,1
2006-02-05,-0.65,82.5,38.0,,2.2,1.6,16720208.333333334,2006,2,0.0,6,1
2006-02-06,-3.45,76.0,37.0,,0.0,3.0,19214791.666666668,2006,2,0.0,0,0
2006-02-07,-3.3,71.5,20.5,,0.0,0.0,19204708.333333332,2006,2,0.0,1,0
2006-02-08,-7.95,68.5,19.5,,0.0,0.0,19379458.333333332,2006,2,0.0,2,0
2006-02-09,-7.75,66.0,22.0,,0.0,0.0,19597625.0,2006,2,0.0,3,0
2006-02-10,-5.94,82.0,5.5,,0.0,2.2,19525208.333333332,2006,2,0.0,4,0
2006-02-11,-6.0,77.5,9.5,,0.0,0.0,17809541.666666668,2006,2,0.0,5,1
2006-02-12,-8.5,61.0,15.0,,0.0,0.0,17480958.333333332,2006,2,0.0,6,1
2006-02-13,-4.25,66.5,26.0,,0.0,0.0,19349833.333333332,2006,2,0.0,0,0
2006-02-14,-0.8,73.5,19.0,,0.0,0.0,19165958.333333332,2006,2,0.0,1,0
2006-02-15,3.2,71.5,14.0,,0.0,0.0,18559375.0,2006,2,0.0,2,0
2006-02-16,-0.09,86.5,14.0,,13.0,5.4,19373791.666666668,2006,2,0.0,3,0
2006-02-17,-0.39,79.0,35.5,,6.2,0.0,19309666.666666668,2006,2,0.0,4,0
2006-02-18,-11.0,63.5,32.5,,0.0,1.2,18544583.333333332,2006,2,0.0,5,1
2006-02-19,-9.94,66.0,29.0,,0.0,0.0,18329500.0,2006,2,0.0,6,1
2006-02-20,-6.75,63.5,24.0,,0.0,0.0,19540625.0,2006,2,0.0,0,0
2006-02-21,-1.54,65.5,20.5,,0.0,0.0,19250083.333333332,2006,2,0.0,1,0
2006-02-22,0.95,59.5,18.5,,0.0,0.0,18852500.0,2006,2,0.0,2,0
2006-02-23,0.7,66.5,25.0,,0.0,0.4,18627916.666666668,2006,2,0.0,3,0
2006-02-24,-4.09,57.0,30.5,,0.0,1.4,19027458.333333332,2006,2,0.0,4,0
2006-02-25,-3.2,78.0,29.0,,0.0,3.8,17753250.0,2006,2,0.0,5,1
2006-02-26,-10.3,63.5,18.5,,0.0,0.0,17708583.333333332,2006,2,0.0,6,1
2006-02-27,-8.65,71.5,15.0,,0.0,0.6,19776458.333333332,2006,2,0.0,0,0
2006-02-28,-9.3,70.5,21.5,,0.0,0.0,19868375.0,2006,2,0.0,1,0
2006-03-01,-5.85,60.5,19.5,,0.0,0.0,19392958.333333332,2006,3,0.0,2,0
2006-03-02,-5.5,65.0,16.5,,0.0,0.0,19342916.666666668,2006,3,0.0,3,0
2006-03-03,-6.75,59.0,30.0,,0.0,0.0,19369208.333333332,2006,3,0.0,4,0
2006-03-04,-1.95,52.0,28.0,,0.0,0.0,17477750.0,2006,3,0.0,5,1
2006-03-05,-0.1,50.0,20.5,,0.0,0.0,16709666.666666666,2006,3,0.0,6,1
2006-03-06,-2.6,59.5,18.0,,0.0,0.0,18632666.666666668,2006,3,0.0,0,0
2006-03-07,-1.55,56.0,10.0,,0.0,0.0,18652375.0,2006,3,0.0,1,0
2006-03-08,-0.85,62.0,9.5,,0.0,0.0,18650916.666666668,2006,3,0.0,2,0
2006-03-09,7.1,83.0,13.0,,16.8,0.0,18349250.0,2006,3,0.0,3,0
2006-03-10,6.25,87.0,27.0,,1.4,0.0,17742416.666666668,2006,3,0.0,4,0
2006-03-11,4.7,75.5,8.5,,0.0,0.0,15728708.333333334,2006,3,0.0,5,1
2006-03-12,9.6,67.0,15.0,,1.8,0.0,15520000.0,2006,3,0.0,6,1
2006-03-13,8.35,75.5,21.5,,21.4,0.0,17741833.333333332,2006,3,0.0,0,0
2006-03-14,1.65,68.5,45.5,,0.0,1.0,18261500.0,2006,3,0.0,1,0
2006-03-15,0.64,57.5,48.5,,0.0,0.0,18538250.0,2006,3,0.0,2,0
2006-03-16,-0.04,58.5,23.0,,0.0,0.0,18219416.666666668,2006,3,0.0,3,0
2006-03-17,-2.75,51.0,25.0,,0.0,0.0,18264166.666666668,2006,3,0.0,4,0
2006-03-18,-3.4,54.5,30.5,,0.0,0.0,17115125.0,2006,3,0.0,5,1
2006-03-19,-1.04,56.0,27.5,,0.0,0.0,16675625.0,2006,3,0.0,6,1
2006-03-20,-4.0,57.0,24.0,,0.0,0.0,18623250.0,2006,3,0.0,0,0
2006-03-21,-3.0,54.5,24.0,,0.0,0.0,18764458.333333332,2006,3,0.0,1,0
2006-03-22,-0.39,65.0,22.5,,0.0,0.2,18484250.0,2006,3,0.0,2,0
2006-03-23,1.5,64.0,8.5,,0.0,0.0,18210333.333333332,2006,3,0.0,3,0
2006-03-24,2.25,67.5,7.5,,0.0,0.0,17827208.333333332,2006,3,0.0,4,0
2006-03-25,2.1,91.5,11.0,,3.2,0.2,16304125.0,2006,3,0.0,5,1
2006-03-26,3.3,64.0,23.5,,0.0,0.0,15641583.333333334,2006,3,0.0,6,1
2006-03-27,5.0,47.0,11.5,,0.0,0.0,17456291.666666668,2006,3,0.0,0,0
2006-03-28,4.34,53.0,8.5,,0.0,0.0,17326708.333333332,2006,3,0.0,1,0
2006-03-29,6.5,48.5,7.5,,0.0,0.0,17257791.666666668,2006,3,0.0,2,0
2006-03-30,7.9,56.5,8.5,,0.0,0.0,17012291.666666668,2006,3,0.0,3,0
2006-03-31,10.1,70.5,16.5,,3.2,0.0,16707375.0,2006,3,0.0,4,0
2006-04-01,8.05,80.5,32.5,,0.8,0.0,15366791.666666666,2006,4,0.0,5,1
2006-04-02,4.5,51.5,15.0,,0.0,0.0,14927666.666666666,2006,4,0.0,6,1
2006-04-03,8.8,67.0,29.5,,5.2,0.0,17302291.666666668,2006,4,0.0,0,0
2006-04-04,2.1,58.5,30.5,,0.2,0.0,17636958.333333332,2006,4,0.0,1,0
2006-04-05,0.59,77.0,22.0,,0.8,0.0,17853000.0,2006,4,0.0,2,0
2006-04-06,7.25,59.5,15.0,,0.0,0.0,17113000.0,2006,4,0.0,3,0
2006-04-07,3.7,73.5,18.0,,12.2,0.0,17254333.333333332,2006,4,0.0,4,0
2006-04-08,0.35,56.0,23.0,,0.0,0.0,15868083.333333334,2006,4,0.0,5,1
2006-04-09,3.95,59.0,12.0,,0.0,0.0,15271500.0,2006,4,0.0,6,1
2006-04-10,8.5,56.0,13.0,,0.0,0.0,16935458.333333332,2006,4,0.0,0,0
2006-04-11,10.3,58.0,7.5,,0.0,0.0,16643333.333333334,2006,4,0.0,1,0
2006-04-12,11.85,71.5,23.0,,7.0,0.0,16837000.0,2006,4,0.0,2,0
2006-04-13,14.6,62.0,19.5,,0.4,0.0,16357541.666666666,2006,4,0.0,3,0
2006-04-14,10.25,88.0,7.5,,3.2,0.0,14374333.333333334,2006,4,0.0,4,0
2006-04-15,10.75,76.5,23.5,,0.0,0.0,14146125.0,2006,4,0.0,5,1
2006-04-16,9.1,61.5,19.5,,0.0,0.0,13814875.0,2006,4,0.0,6,1
2006-04-17,7.4,65.0,15.0,,0.0,0.0,15921000.0,2006,4,0.0,0,0
2006-04-18,10.75,61.0,10.0,,0.0,0.0,16306541.666666666,2006,4,0.0,1,0
2006-04-19,13.25,55.5,8.5,,0.0,0.0,16228250.0,2006,4,0.0,2,0
2006-04-20,15.5,44.5,13.0,,0.0,0.0,16161250.0,2006,4,0.0,3,0
2006-04-21,15.1,46.0,18.0,,0.2,0.0,16026083.333333334,2006,4,0.0,4,0
2006-04-22,9.0,86.5,15.0,,7.2,0.0,14948625.0,2006,4,0.0,5,1
2006-04-23,5.95,96.0,12.0,,22.0,0.0,14928166.666666666,2006,4,0.0,6,1
2006-04-24,9.3,84.5,19.5,,2.6,0.0,16703916.666666666,2006,4,0.0,0,0
2006-04-25,5.85,59.5,26.5,,0.6,0.0,16821541.666666668,2006,4,0.0,1,0
2006-04-26,7.8,53.5,26.5,,0.0,0.0,16692083.333333334,2006,4,0.0,2,0
2006-04-27,7.2,45.5,20.5,,0.0,0.0,16489291.666666666,2006,4,0.0,3,0
2006-04-28,5.3,49.0,10.0,,0.0,0.0,16262125.0,2006,4,0.0,4,0
2006-04-29,7.45,42.0,15.0,,0.0,0.0,14543583.333333334,2006,4,0.0,5,1
2006-04-30,11.55,33.5,18.0,,0.0,0.0,13967041.666666666,2006,4,0.0,6,1
2006-05-01,15.05,35.0,12.0,,0.0,0.0,16042958.333333334,2006,5,0.0,0,0
2006-05-02,11.95,43.5,12.0,,0.0,0.0,15993958.333333334,2006,5,0.0,1,0
2006-05-03,16.09,49.5,13.0,,0.0,0.0,16052916.666666666,2006,5,0.0,2,0
2006-05-04,17.1,53.5,20.5,,0.0,0.0,16191041.666666666,2006,5,0.0,3,0
2006-05-05,11.39,62.5,16.0,,1.6,0.0,15820708.333333334,2006,5,0.0,4,0
2006-05-06,8.0,61.0,22.0,,4.8,0.0,14282250.0,2006,5,0.0,5,1
2006-05-07,7.2,56.5,11.0,,0.0,0.0,14158750.0,2006,5,0.0,6,1
2006-05-08,13.3,53.5,8.5,,0.0,0.0,16157416.666666666,2006,5,0.0,0,0
2006-05-09,14.25,45.5,8.5,,0.0,0.0,16192291.666666666,2006,5,0.0,1,0
2006-05-10,16.0,47.5,13.0,,0.0,0.0,16330166.666666666,2006,5,0.0,2,0
2006-05-11,14.3,73.0,26.0,,21.4,0.0,16403958.333333334,2006,5,0.0,3,0
2006-05-12,13.7,79.0,15.0,,5.2,0.0,16062666.666666666,2006,5,0.0,4,0
2006-05-13,13.7,72.0,9.5,,0.0,0.0,14370083.333333334,2006,5,0.0,5,1
2006-05-14,13.65,75.5,28.0,,0.0,0.0,13876500.0,2006,5,0.0,6,1
2006-05-15,13.45,80.5,17.0,,9.6,0.0,16109041.666666666,2006,5,0.0,0,0
2006-05-16,12.39,93.0,5.5,,9.6,0.0,16213291.666666666,2006,5,0.0,1,0
2006-05-17,14.35,81.5,22.0,,6.8,0.0,16151083.333333334,2006,5,0.0,2,0
2006-05-18,10.95,85.5,17.5,,10.2,0.0,16100125.0,2006,5,0.0,3,0
2006-05-19,10.1,78.5,14.0,,4.0,0.0,15687375.0,2006,5,0.0,4,0
2006-05-20,11.45,68.5,23.0,,0.0,0.0,14222250.0,2006,5,0.0,5,1
2006-05-21,8.35,72.0,33.5,,1.4,0.0,14011916.666666666,2006,5,0.0,6,1
2006-05-22,6.8,68.0,20.0,,0.0,0.0,14288083.333333334,2006,5,0.0,0,0
2006-05-23,10.55,58.0,17.5,,0.0,0.0,16148208.333333334,2006,5,0.0,1,0
2006-05-24,13.55,56.0,11.0,,0.0,0.0,16341083.333333334,2006,5,0.0,2,0
2006-05-25,16.35,64.5,10.0,,0.0,0.0,16441166.666666666,2006,5,0.0,3,0
2006-05-26,16.45,86.5,9.5,,3.4,0.0,16481916.666666666,2006,5,0.0,4,0
2006-05-27,19.0,72.5,12.0,,0.0,0.0,14756041.666666666,2006,5,0.0,5,1
2006-05-28,19.35,81.0,10.0,,0.0,0.0,15139250.0,2006,5,0.0,6,1
2006-05-29,25.7,64.5,12.0,,0.0,0.0,19607416.666666668,2006,5,0.0,0,0
2006-05-30,27.6,64.5,9.5,,0.0,0.0,21243791.666666668,2006,5,0.0,1,0
2006-05-31,24.25,77.0,11.0,,4.0,0.0,20097166.666666668,2006,5,0.0,2,0
2006-06-01,19.55,84.0,12.0,,2.2,0.0,18328791.666666668,2006,6,0.0,3,0
2006-06-02,19.45,78.5,10.5,,5.4,0.0,17327583.333333332,2006,6,0.0,4,0
2006-06-03,15.55,89.5,12.0,,11.4,0.0,15108625.0,2006,6,0.0,5,1
2006-06-04,18.39,66.5,17.0,,0.0,0.0,14612250.0,2006,6,0.0,6,1
2006-06-05,21.3,49.0,15.0,,0.0,0.0,17355708.333333332,2006,6,0.0,0,0
2006-06-06,20.3,53.0,10.5,,0.0,0.0,17661000.0,2006,6,0.0,1,0
2006-06-07,20.35,57.0,9.5,,0.0,0.0,18149416.666666668,2006,6,0.0,2,0
2006-06-08,20.04,66.5,11.0,,2.0,0.0,17842416.666666668,2006,6,0.0,3,0
2006-06-09,14.95,76.0,30.0,,0.0,0.0,16645958.333333334,2006,6,0.0,4,0
2006-06-10,12.3,58.5,31.0,,0.0,0.0,14436666.666666666,2006,6,0.0,5,1
2006-06-11,13.25,69.0,22.5,,0.0,0.0,14241500.0,2006,6,0.0,6,1
2006-06-12,15.6,72.0,21.5,,0.0,0.0,16552583.333333334,2006,6,0.0,0,0
2006-06-13,17.0,65.0,15.5,,0.0,0.0,16905458.333333332,2006,6,0.0,1,0
2006-06-14,18.25,58.0,16.5,,0.0,0.0,17224458.333333332,2006,6,0.0,2,0
2006-06-15,19.75,48.5,15.5,,0.0,0.0,17642458.333333332,2006,6,0.0,3,0
2006-06-16,20.95,50.5,13.0,,0.0,0.0,18006375.0,2006,6,0.0,4,0
2006-06-17,26.9,51.5,19.0,,0.0,0.0,18332541.666666668,2006,6,0.0,5,1
2006-06-18,27.0,56.0,24.5,,0.0,0.0,18641375.0,2006,6,0.0,6,1
2006-06-19,24.1,67.0,22.0,,1.4,0.0,19738416.666666668,2006,6,0.0,0,0
2006-06-20,18.39,65.0,21.5,,0.0,0.0,18134583.333333332,2006,6,0.0,1,0
2006-06-21,17.7,68.0,10.0,,0.0,0.0,17617958.333333332,2006,6,0.0,2,0
2006-06-22,25.1,62.5,19.5,,0.0,0.0,19623291.666666668,2006,6,0.0,3,0
2006-06-23,19.6,67.5,15.0,,0.0,0.0,18305666.666666668,2006,6,0.0,4,0
2006-06-24,19.3,66.5,13.0,,0.0,0.0,16249166.666666666,2006,6,0.0,5,1
2006-06-25,20.95,55.5,16.0,,0.0,0.0,16252875.0,2006,6,0.0,6,1
2006-06-26,22.4,70.0,17.5,,0.0,0.0,18690333.333333332,2006,6,0.0,0,0
2006-06-27,22.45,87.0,11.5,,5.4,0.0,19063625.0,2006,6,0.0,1,0
2006-06-28,22.7,72.5,12.0,,11.4,0.0,19121250.0,2006,6,0.0,2,0
2006-06-29,19.35,73.0,11.0,,6.0,0.0,17927000.0,2006,6,0.0,3,0
2006-06-30,20.45,63.5,22.5,,0.2,0.0,16789000.0,2006,6,0.0,4,0
2006-07-01,23.05,60.0,22.0,,2.2,0.0,15734625.0,2006,7,0.0,5,1
